5	100	100	17.7393	14.9927	19.6762	13.6775
5	100	100	17.7336	14.2537	20.9492	13.0071
5	50	100	19.1591	14.9802	20.7692	13.6329
5	50	100	12.9866	7.67853	15.0963	6.46979
5	50	100	13.9245	4.20615	16.3141	3.73778
5	100	100	15.2005	10.1066	17.9049	8.82595
5	100	100	14.7229	10.9391	17.0131	9.55485
5	1000	100	11.302	9.85116	12.2703	9.0682
5	500	100	16.1882	14.3296	17.0745	12.375
5	500	100	16.285	13.627	17.3088	11.5986
1	500	100	14.7231	10.8489	14.7231	10.8489
1	500	100	14.7695	13.0002	14.7695	13.0002
1	500	100	15.1944	12.9152	15.1944	12.9152
1	500	100	12.5119	7.80711	12.5119	7.80711
1	200	1000	16.807	6.67402	16.807	6.67402
1	500	500	3.3626	2.83709	3.3626	2.83709
1	500	100	12.0851	9.99426	12.0851	9.99426
1	500	100	14.0866	7.81587	14.0866	7.81587
1	500	100	12.6924	4.30542	12.6924	4.30542
1	500	100	12.2351	5.85339	12.2351	5.85339
1	100	100	14.4954	4.26056	14.4954	4.26056
1	100	100	14.3878	6.72458	14.3878	6.72458
1	2	100	16.7175	7.74489	16.7175	7.74489
1	2	100	15.4257	10.0603	15.4257	10.0603
1	2	100	15.1946	9.36274	15.1946	9.36274
1	2	100	1.1456	8.81721	1.1456	8.81721
1	2	100	5.8878	10.4179	5.8878	10.4179
1	2	100	17.8812	9.08976	17.8812	9.08976
1	2	100	16.0072	8.77548	16.0072	8.77548
1	2	100	14.1046	10.0427	14.1046	10.0427
1	2	100	5.46478	8.33126	5.46478	8.33126
1	50	100	10.6942	12.0085	10.6942	12.0085
1	50	100	11.6493	9.86311	11.6493	9.86311
1	50	100	11.7008	10.3197	11.7008	10.3197
1	50	100	18.5121	11.9645	18.5121	11.9645
1	5	100	29.4051	9.27211	29.4051	9.27211
1	5	100	4.53447	6.13711	4.53447	6.13711
1	5	100	18.5106	6.6309	18.5106	6.6309
1	5	100	13.6358	6.23135	13.6358	6.23135
1	5	100	36.2413	4.19268	36.2413	4.19268
1	5	100	49.9382	6.30954	49.9382	6.30954
1	5	100	6.06197	4.97073	6.06197	4.97073
1	5	100	2.32814	4.57243	2.32814	4.57243
1	50	100	13.7571	7.05447	13.7571	7.05447
1	50	100	14.0859	4.86619	14.0859	4.86619
1	50	100	13.7916	4.40128	13.7916	4.40128
1	50	100	16.0373	11.674	16.0373	11.674
1	50	100	15.3022	12.3218	15.3022	12.3218
1	500	100	13.6839	8.86627	13.6839	8.86627
1	1000	100	13.5352	10.9348	13.5352	10.9348
1	1000	100	11.0793	10.3233	11.0793	10.3233
1	1000	100	15.9843	6.31496	15.9843	6.31496
1	100	100	12.412	9.47604	12.412	9.47604
1	100	100	13.3977	10.1625	13.3977	10.1625
1	10	100	12.6251	8.37422	12.6251	8.37422
1	10	100	28.1334	9.53162	28.1334	9.53162
1	10	100	16.8884	10.2848	16.8884	10.2848
1	10	100	12.9894	9.13817	12.9894	9.13817
1	100	100	15.0532	10.9187	15.0532	10.9187
1	100	100	13.1648	9.32378	13.1648	9.32378
1	100	100	3.83238	10.4239	3.83238	10.4239
1	100	100	3.10157	8.61244	3.10157	8.61244
1	100	100	12.6778	6.48871	12.6778	6.48871
1	100	100	10.527	7.37774	10.527	7.37774
1	100	100	17.8067	12.0607	17.8067	12.0607
1	100	100	14.3718	8.51881	14.3718	8.51881
1	100	100	13.0218	9.24074	13.0218	9.24074
1	100	100	14.4013	8.55941	14.4013	8.55941
1	100	100	12.7164	9.16628	12.7164	9.16628
1	100	100	12.6897	7.07882	12.6897	7.07882
1	100	100	14.4884	9.9497	14.4884	9.9497
1	100	100	16.7846	6.1585	16.7846	6.1585
1	100	100	19.8557	6.21083	19.8557	6.21083
1	100	100	nan	7.55273	nan	7.55273
1	100	100	17.855	6.03876	17.855	6.03876
1	100	100	19.6369	7.45907	19.6369	7.45907
