10	104.459	0	153.107	55.8115
10	92.6182	7.16366	48.8829	136.353
9	86.9943	12.6592	125.259	48.7297
9	99.4425	7.16366	50.2445	148.64
8	85.3038	14.3477	120.478	50.1294
8	96.2411	7.16366	45.2512	147.231
7	88.5508	14.3477	120.061	57.0403
7	118.368	7.16366	53.5722	183.164
6	94.7656	14.3477	123.979	65.5522
6	96.9828	7.16366	54.7647	139.201
5	101.949	14.3477	118.811	85.0869
5	102.399	7.16366	52.9995	151.798
4	108.762	14.3477	118.733	98.7909
4	108.467	7.16366	67.764	149.17
3	104.544	14.2613	124.63	84.4586
3	93.0889	7.25006	77.9111	108.267
2	104.858	14.1579	127.564	82.1509
2	114.445	7.35345	106.751	122.138
1	105.148	14.371	120.202	90.0934
1	119.955	7.14032	111.968	127.941
10	103.681	0	128.606	78.757
10	110.191	0	159.377	61.0043
9	109.744	0	119.941	99.5468
9	100.917	0	143.09	58.7436
8	91.9413	7.86756	108.608	75.2742
8	97.0812	2.8496	134.173	59.9898
7	87.6493	12.0941	92.3986	82.8999
7	100.858	4.07364	138.78	62.9353
6	93.0134	11.6688	103.368	82.6587
6	96.2344	4.4989	123.149	69.3203
5	93.6072	9.22607	110.356	76.8584
5	88.5597	11.27	104.376	72.7438
4	96.6018	11.0038	123.243	69.9608
4	103.288	9.49225	124.92	81.6571
3	87.5212	16.5238	98.0744	76.9679
3	120.259	3.97232	131.09	109.428
2	73.5882	26.2538	77.6047	69.5717
2	108.418	10.899	126.53	90.3056
1	94.3069	36.314	103.268	85.3459
1	98.4081	1.58716	84.5053	112.311
10	96.1743	3.71264	121.658	70.6908
10	78.4092	20.9527	71.7753	85.0432
9	95.2584	4.61532	117.135	73.3815
9	88.5184	20.9378	80.1645	96.8722
8	84.996	14.6482	103.571	66.4206
8	72.542	26.8068	67.7517	77.3324
7	88.4255	14.6278	114.104	62.7469
7	69.6667	29.7029	66.0398	73.2937
6	78.7346	20.886	101.693	55.776
6	68.0457	31.3843	60.1373	75.954
5	76.0874	23.5566	101.574	50.6012
5	75.3368	31.7173	77.7918	72.8817
4	77.3808	23.5598	109.421	45.3408
4	77.8928	31.7141	68.1714	87.6143
3	90.1416	23.6297	110.434	69.8487
3	92.8668	31.6442	91.2396	94.494
2	92.3586	25.5887	106.826	77.891
2	90.8027	29.6852	94.069	87.5363
1	96.3761	22.6208	98.8602	93.8919
1	94.1696	32.6531	103.034	85.3057
10	92.1891	7.58004	68.3941	115.984
10	128.568	0	144.846	112.29
9	91.1489	8.61535	77.772	104.526
9	137.576	2.93459e-09	161.361	113.792
8	84.4059	15.2243	67.2228	101.589
8	130.945	5.92473e-06	157.032	104.858
7	95.8943	15.2243	69.3757	122.413
7	142.488	5.92473e-06	180.805	104.171
6	96.2761	15.2243	94.9932	97.5591
6	141.552	5.92485e-06	182.931	100.173
5	85.5051	15.2171	77.4303	93.5798
5	127.554	0.00722044	164.008	91.1003
4	99.7305	15.2169	99.2867	100.174
4	122.035	0.00735027	151.025	93.0456
3	106.571	9.42459	119.973	93.1697
3	105.199	5.79971	121.649	88.7498
2	99.3822	9.94999	112.209	86.5559
2	95.0488	5.2743	110.333	79.7646
1	97.1902	4.0557	96.2338	98.1466
1	94.3827	11.1686	101.098	87.6674
10	111.895	0	132.734	91.0557
10	128.547	0	145.39	111.703
9	113.953	0	136.45	91.4568
9	107.731	0	116.144	99.3189
8	93.4899	6.35567	115.489	71.4907
8	116.488	0	118.428	114.548
7	90.1515	9.64386	109.918	70.3849
7	117.205	0.00379923	116.352	118.058
6	82.3044	17.3799	100.482	64.1271
6	129.591	0.00416923	135.557	123.624
5	80.553	19.1575	92.4135	68.6925
5	145.478	0.00416923	143.932	147.025
4	89.6637	19.1575	93.6264	85.7011
4	137.576	0.00416939	133.046	142.105
3	103.119	19.1575	100.207	106.031
3	148.772	0.00409928	122.377	175.168
2	96.5005	16.1266	88.129	104.872
2	119.877	3.03504	99.4883	140.267
1	100.462	12.4528	89.3295	111.595
1	108.024	6.7088	104.743	111.305
10	74.0207	25.2115	53.8775	94.1638
10	71.52	27.6383	55.9314	87.1086
9	80.3014	19.1739	63.2264	97.3764
9	74.759	33.7784	54.0004	95.5175
8	78.3141	26.6159	52.9842	103.644
8	83.6775	26.3364	59.6805	107.675
7	88.6366	42.8044	60.6304	116.643
7	73.7375	25.7167	62.2673	85.2078
6	85.3777	56.7992	65.0613	105.694
6	83.4648	16.2402	78.9564	87.9733
5	83.7291	41.8635	65.3946	102.064
5	83.6265	31.1759	73.0366	94.2164
4	81.3876	63.4127	59.5633	103.212
4	82.9979	16.7993	88.9279	77.0678
3	91.2222	62.296	61.4932	120.951
3	76.6549	23.1359	76.5141	76.7958
2	95.0984	63.9183	76.035	114.162
2	92.6299	21.5136	96.4704	88.7895
1	95.2597	70.423	84.2136	106.306
1	85.4149	15.0089	93.8358	76.9941
10	104.433	0	96.0441	112.822
10	63.9507	34.9839	48.2559	79.6456
9	99.7046	0.287504	94.6329	104.776
9	64.6179	34.9838	53.4171	75.8186
8	107.138	0.287512	94.9267	119.348
8	60.5317	38.5323	56.0599	65.0035
7	103.421	0.287515	100.244	106.599
7	68.9168	38.5323	70.1126	67.7209
6	112.781	0.287636	99.7294	125.832
6	79.702	38.5322	96.1665	63.2375
5	112.269	0.293303	119.632	104.906
5	80.5832	38.5266	92.6122	68.5541
4	106.296	0.564359	114.421	98.1712
4	84.7912	38.2555	99.6773	69.9051
3	102.894	0.599576	95.9377	109.85
3	86.3073	38.2203	100.947	71.6678
2	96.8666	21.1642	92.9958	100.737
2	95.4698	17.6557	90.2787	100.661
1	95.7433	18.5035	87.1561	104.331
1	96.1357	20.3164	94.0275	98.2438
10	103.675	0	126.183	81.1683
10	66.9041	32.1178	61.9813	71.8269
9	82.994	16.5529	100.685	65.3029
9	65.5203	33.5612	61.6314	69.4091
8	81.9139	17.6572	97.4881	66.3397
8	77.8054	33.0932	64.9115	90.6993
7	89.9907	14.1602	102.573	77.4081
7	77.8401	36.5902	79.2122	76.4679
6	100.575	9.19315	106.882	94.2686
6	79.6049	41.5573	91.3494	67.8605
5	116.611	9.1696	123.944	109.278
5	77.1865	41.5809	93.6775	60.6955
4	115.472	9.14809	113.852	117.091
4	87.956	41.6024	102.466	73.4465
3	107.153	9.56227	104.543	109.763
3	88.8718	41.1882	97.1986	80.545
2	92.9115	27.4064	93.969	91.8539
2	94.5194	23.3441	109.311	79.7277
1	97.2574	19.8296	92.7085	101.806
1	99.3041	30.9209	111.533	87.0748
10	122.225	0	99.8541	144.596
10	65.0702	33.8974	51.4823	78.6582
9	113.053	2.59704e-06	87.6127	138.494
9	76.8402	33.8974	63.6972	89.9831
8	110.446	0.0181631	94.8489	126.043
8	71.9636	33.8793	57.0203	86.9068
7	86.4612	13.2575	79.1096	93.8128
7	86.0717	27.4876	68.9376	103.206
6	96.9803	21.5837	77.5788	116.382
6	97.5553	19.1614	82.9107	112.2
5	92.9351	38.4604	72.8869	112.983
5	89.9472	9.90309	94.0485	85.846
4	84.3324	35.5569	68.4208	100.244
4	103.414	12.8066	99.4987	107.329
3	79.7321	36.0852	70.8765	88.5877
3	106.322	12.2783	120.93	91.7148
2	81.3284	35.08	67.4851	95.1718
2	96.4517	13.2835	101.282	91.6211
1	93.1287	35.7667	87.0166	99.2407
1	94.9446	12.5968	98.1593	91.7299
10	77.4517	21.8819	54.6847	100.219
10	85.6252	13.95	78.0347	93.2156
9	78.4683	20.9581	50.3901	106.546
9	76.7138	24.9696	59.0267	94.4009
8	74.8752	24.529	65.3225	84.428
8	76.5258	36.4258	57.3564	95.6952
7	79.4577	31.6375	68.5389	90.3765
7	77.8031	29.3173	68.4962	87.11
6	84.3849	30.8754	77.4827	91.2871
6	84.8144	30.0794	77.658	91.9708
5	83.8436	30.2987	75.9064	91.7807
5	84.0514	30.656	76.4481	91.6547
4	83.9356	23.6383	83.4535	84.4178
4	86.275	37.3165	78.4493	94.1007
3	87.0482	41.9209	85.8378	88.2587
3	77.8914	21.9105	68.5681	87.2147
2	89.8876	23.0984	97.2062	82.5691
2	82.5321	40.733	74.4221	90.642
1	110.206	3.63534	108.134	112.278
1	86.3134	60.1961	81.6301	90.9966
10	92.1699	7.59872	41.4056	142.934
10	116.784	0	126.599	106.97
9	91.0798	8.68263	51.9495	130.21
9	122.845	1.37058e-16	127.922	117.768
8	101.908	8.68263	68.2911	135.526
8	115.955	4.31678e-16	148.267	83.6418
7	89.271	10.506	64.2757	114.266
7	103.003	6.39464e-07	121.98	84.0251
6	88.5584	11.2375	71.2924	105.824
