10	45.0808	53.2961	47.3343	42.8273					
10	86.902	12.7109	104.714	69.0904					
10	70.5683	28.5619	84.0607	57.0758					
10	110.588	0	68.2324	152.944					
10	59.3006	39.4966	69.968	48.6332					
10	74.5972	24.652	89.3115	59.883					
10	64.0208	34.9159	68.2817	59.7599					
10	96.9602	2.94998	126.386	67.5348					
10	50.4873	48.0494	61.875	39.0996					
10	103.87	0	112.678	95.0616					
10	66.2996	32.7044	76.9472	55.6519					
10	77.279	22.0495	120.82	33.7382					
10	66.9154	32.1068	93.7347	40.0961					
10	55.2172	43.4593	74.0946	36.3398					
10	111.163	0	102.79	119.536					
10	113.05	0	140.707	85.3925					
10	54.0021	44.6385	64.7671	43.237					
10	105.671	0	89.3531	121.988					
10	57.8319	40.9218	64.3799	51.2839					
10	120.448	0	136.487	104.408					
10	73.9077	25.3211	92.984	54.8315					
10	60.9039	37.9406	84.708	37.0998					
10	104.258	0	124.73	83.7852					
10	133.62	0	143.516	123.724					
10	84.1638	15.3682	98.0527	70.2748					
10	71.5111	27.6469	80.5069	62.5153					
10	48.1945	50.2745	55.3868	41.0021					
10	61.0036	37.8439	69.9632	52.0441					
10	43.9135	54.4289	55.4557	32.3713					
10	72.7968	26.3992	99.1409	46.4528					
10	84.8422	14.7099	77.5099	92.1744					
10	84.1112	15.4192	100.765	67.457					
10	53.4424	45.1816	70.4738	36.4111					
10	54.1599	44.4853	64.8254	43.4945					
10	107.828	0	93.7742	121.882					
10	67.1417	31.8872	73.9475	60.3359					
10	50.5953	47.9446	64.6584	36.5323					
10	67.5977	31.4447	73.57	61.6254					
10	93.1446	6.65277	107.224	79.0649					
10	82.0279	17.4409	85.7623	78.2936					
10	58.0484	40.7117	84.3332	31.7636					
10	72.8101	26.3863	77.8983	67.7219					
10	91.2112	8.5291	107.754	74.6682					
10	67.2816	31.7514	66.6966	67.8667					
10	68.7278	30.348	74.996	62.4596					
10	91.7571	7.99924	74.1424	109.372					
10	68.3077	30.7557	86.2402	50.3751					
10	81.092	18.3492	100.394	61.7904					
10	44.8907	53.4806	57.7302	32.0513					
10	76.9599	22.3591	86.7187	67.2012					
9	104.177	1.6737	119.137	89.2164					
0	53.2961	9.75E-18			5.19E-16		1.67E+00		
1	12.7109	0.701098			8.91E+00				
2	28.5619	0.000415199			1.19E-02				
3	0	4.29E-07			0.00E+00				
4	39.4966	1.59E-08			6.27E-07				
5	24.652	0.00478891			1.18E-01				
6	34.9159	4.73E-06			1.65E-04				
7	2.94998	1.41719			4.18E+00				
8	48.0494	1.60E-14			7.69E-13				
9	0	10.7462			0.00E+00				
10	32.7044	2.21E-05			7.22E-04				
11	22.0495	5.92E-11			1.30E-09				
12	32.1068	1.42E-08			4.57E-07				
13	43.4593	1.62E-13			7.06E-12				
14	0	1.30546			0.00E+00				
15	0	4.22255			0.00E+00				
16	44.6385	1.06E-11			4.73E-10				
17	0	0.0883919			0.00E+00				
18	40.9218	5.92E-09			2.42E-07				
19	0	4.5967			0.00E+00				
20	25.3211	0.00103936			2.63E-02				
21	37.9406	2.22E-11			8.42E-10				
22	0	6.70348			0.00E+00				
23	0	0.526046			0.00E+00				
24	15.3682	0.45853			7.05E+00				
25	27.6469	0.00155768			4.31E-02				
26	50.2745	1.80E-15			9.03E-14				
27	37.8439	1.59E-07			6.02E-06				
28	54.4289	6.33E-21			3.44E-19				
29	26.3992	1.67E-05			4.41E-04				
30	14.7099	0.0844434			1.24E+00				
31	15.4192	0.317122			4.89E+00				
32	45.1816	3.74E-14			1.69E-12				
33	44.4853	1.42E-11			6.30E-10				
34	0	0.228734			0.00E+00				
35	31.8872	6.93E-05			2.21E-03				
36	47.9446	2.30E-15			1.10E-13				
37	31.4447	0.000104589			3.29E-03				
38	6.65277	4.36205			2.90E+01				
39	17.4409	0.277536			4.84E+00				
40	40.7117	2.02E-15			8.22E-14				
41	26.3863	0.00414848			1.09E-01				
42	8.5291	2.50961			2.14E+01				
43	31.7514	5.66E-05			1.80E-03				
44	30.348	0.00025215			7.65E-03				
45	7.99924	0.00631072			5.05E-02				
46	30.7557	1.82E-05			5.59E-04				
47	18.3492	0.0560318			1.03E+00				
48	53.4806	1.86E-20			9.93E-19				
49	22.3591	0.0333229			7.45E-01				
9	78.1969	21.2223	74.7423	81.6515					21.8031
0	53.2961	2.01E-07			1.07E-05		1.40E+01		
1	12.7109	0.0915741			1.16E+00				
2	28.5619	0.0941613			2.69E+00				
3	0	0.000181099			0.00E+00				
4	39.4966	0.0018346			7.25E-02				
5	24.652	0.142432			3.51E+00				
6	34.9159	0.355756			1.24E+01				
7	2.94998	0.000874332			2.58E-03				
8	48.0494	2.22E-07			1.07E-05				
9	0	0.0283216			0.00E+00				
10	32.7044	0.075681			2.48E+00				
11	22.0495	6.33E-12			1.40E-10				
12	32.1068	9.54E-07			3.06E-05				
13	43.4593	1.77E-08			7.71E-07				
14	0	0.0140586			0.00E+00				
15	0	3.11E-05			0.00E+00				
16	44.6385	2.23E-05			9.94E-04				
17	0	0.0504242			0.00E+00				
18	40.9218	0.00577022			2.36E-01				
19	0	2.70E-05			0.00E+00				
20	25.3211	0.0155641			3.94E-01				
21	37.9406	4.37E-08			1.66E-06				
22	0	0.00184008			0.00E+00				
23	0	2.80E-07			0.00E+00				
24	15.3682	0.370016			5.69E+00				
25	27.6469	0.751298			2.08E+01				
26	50.2745	4.84E-07			2.43E-05				
27	37.8439	0.0126487			4.79E-01				
28	54.4289	6.09E-12			3.31E-10				
29	26.3992	9.68E-05			2.56E-03				
30	14.7099	14.3288			2.11E+02				
31	15.4192	0.144928			2.23E+00				
32	45.1816	1.74E-08			7.87E-07				
33	44.4853	2.81E-05			1.25E-03				
34	0	0.0321001			0.00E+00				
35	31.8872	0.484147			1.54E+01				
36	47.9446	1.29E-08			6.20E-07				
37	31.4447	0.754395			2.37E+01				
38	6.65277	0.135365			9.01E-01				
39	17.4409	6.09735			1.06E+02				
40	40.7117	1.07E-11			4.36E-10				
41	26.3863	3.35485			8.85E+01				
42	8.5291	0.0926091			7.90E-01				
43	31.7514	4.16745			1.32E+02				
44	30.348	0.964908			2.93E+01				
45	7.99924	1.51495			1.21E+01				
46	30.7557	0.00390308			1.20E-01				
47	18.3492	0.046361			8.51E-01				
48	53.4806	5.86E-12			3.13E-10				
49	22.3591	1.23495			2.76E+01				
9	64.5123	43.2113	69.8356	59.1889					
0	53.2961	0.0181889			9.69E-01		4.32E+01		
1	12.7109	0.0190043			2.42E-01				
2	28.5619	2.3127			6.61E+01				
3	0	2.66E-11			0.00E+00				
4	39.4966	2.45405			9.69E+01				
5	24.652	1.03015			2.54E+01				
6	34.9159	8.38025			2.93E+02				
7	2.94998	0.0001291			3.81E-04				
8	48.0494	0.0403207			1.94E+00				
9	0	7.04E-06			0.00E+00				
10	32.7044	4.49591			1.47E+02				
11	22.0495	1.30E-06			2.87E-05				
12	32.1068	0.0178803			5.74E-01				
13	43.4593	0.00652422			2.84E-01				
14	0	5.15E-08			0.00E+00				
15	0	2.60E-08			0.00E+00				
16	44.6385	0.44015			1.96E+01				
17	0	2.23E-07			0.00E+00				
18	40.9218	3.77996			1.55E+02				
19	0	4.52E-10			0.00E+00				
20	25.3211	0.558139			1.41E+01				
21	37.9406	0.00600477			2.28E-01				
22	0	3.76E-06			0.00E+00				
23	0	1.24E-13			0.00E+00				
24	15.3682	0.0721101			1.11E+00				
25	27.6469	3.55405			9.83E+01				
26	50.2745	0.0540334			2.72E+00				
27	37.8439	4.33073			1.64E+02				
28	54.4289	7.83E-05			4.26E-03				
29	26.3992	0.0742397			1.96E+00				
30	14.7099	0.0323865			4.76E-01				
31	15.4192	0.0572794			8.83E-01				
32	45.1816	0.00761119			3.44E-01				
33	44.4853	0.490666			2.18E+01				
34	0	1.17E-07			0.00E+00				
35	31.8872	6.70489			2.14E+02				
36	47.9446	0.00761451			3.65E-01				
37	31.4447	6.97882			2.19E+02				
38	6.65277	0.00168763			1.12E-02				
39	17.4409	0.238868			4.17E+00				
40	40.7117	3.40E-05			1.38E-03				
41	26.3863	3.65333			9.64E+01				
42	8.5291	0.00357258			3.05E-02				
43	31.7514	8.40169			2.67E+02				
44	30.348	6.27861			1.91E+02				
45	7.99924	0.000132586			1.06E-03				
46	30.7557	1.05936			3.26E+01				
47	18.3492	0.108655			1.99E+00				
48	53.4806	7.76E-05			4.15E-03				
49	22.3591	0.996246			2.23E+01				
9	59.5179	40.859	71.2022	47.8337					
0	53.2961	0.190022							
1	12.7109	0.000892252							
2	28.5619	1.05851							
3	0	1.89E-17							
4	39.4966	7.57583							
5	24.652	0.267765							
6	34.9159	1.61727							
7	2.94998	1.03E-05							
8	48.0494	1.95856							
9	0	5.16E-09							
10	32.7044	2.58791							
11	22.0495	0.0010121							
12	32.1068	1.02742							
13	43.4593	1.04459							
14	0	1.60E-12							
15	0	1.04E-10							
16	44.6385	5.92232							
17	0	4.45E-12							
18	40.9218	5.2049							
19	0	1.20E-13							
20	25.3211	0.492401							
21	37.9406	0.858315							
22	0	1.68E-08							
23	0	3.66E-18							
24	15.3682	0.00249338							
25	27.6469	0.459487							
26	50.2745	1.21928							
27	37.8439	5.422							
28	54.4289	0.0411613							
29	26.3992	0.643722							
30	14.7099	2.28E-05							
31	15.4192	0.00352975							
32	45.1816	1.11734							
33	44.4853	6.10695							
34	0	2.52E-12							
35	31.8872	1.25425							
36	47.9446	0.96351							
37	31.4447	0.979094							
38	6.65277	1.35E-05							
39	17.4409	0.00166642							
40	40.7117	0.0382227							
41	26.3863	0.156455							
42	8.5291	6.18E-05							
43	31.7514	0.28977							
44	30.348	0.75381							
45	7.99924	9.05E-09							
46	30.7557	2.63698							
47	18.3492	0.0214362							
48	53.4806	0.0488393							
49	22.3591	0.0538409							
9	108.88	0.916051	131.775	85.9844					
0	53.2961	1.12E-19							
1	12.7109	0.398957							
2	28.5619	9.19E-05							
3	0	2.63E-09							
4	39.4966	1.60E-09							
5	24.652	0.00139072							
6	34.9159	2.54E-07							
7	2.94998	2.78073							
8	48.0494	1.23E-15							
9	0	4.64945							
10	32.7044	2.97E-06							
11	22.0495	4.33E-10							
12	32.1068	1.41E-08							
13	43.4593	4.60E-14							
14	0	0.186692							
15	0	9.48589							
16	44.6385	8.60E-13							
17	0	0.00498953							
18	40.9218	3.13E-10							
19	0	5.36125							
20	25.3211	0.000476774							
21	37.9406	1.39E-11							
22	0	7.36216							
23	0	0.569195							
24	15.3682	0.165818							
25	27.6469	0.000212998							
26	50.2745	6.15E-17							
27	37.8439	1.37E-08							
28	54.4289	3.77E-22							
29	26.3992	1.68E-05							
30	14.7099	0.00371339							
31	15.4192	0.149678							
32	45.1816	7.69E-15							
33	44.4853	1.14E-12							
34	0	0.0175392							
35	31.8872	6.02E-06							
36	47.9446	2.73E-16							
37	31.4447	8.38E-06							
38	6.65277	2.11164							
39	17.4409	0.0336407							
40	40.7117	1.76E-15							
41	26.3863	0.000383287							
42	8.5291	1.42996							
43	31.7514	1.96E-06							
44	30.348	2.21E-05							
45	7.99924	0.000141383							
46	30.7557	6.31E-06							
47	18.3492	0.0316322							
48	53.4806	1.46E-21							
49	22.3591	0.00616095							
9	60.5121	38.436	91.0751	29.9491					
0	53.2961	1.34E-06							
1	12.7109	1.06E-09							
2	28.5619	1.15E-05							
3	0	2.46E-36							
4	39.4966	0.000529583							
5	24.652	1.81E-06							
6	34.9159	1.87E-07							
7	2.94998	4.32E-10							
8	48.0494	0.0122529							
9	0	1.67E-18							
10	32.7044	1.51E-05							
11	22.0495	14.034							
12	32.1068	1.83413							
13	43.4593	0.8908							
14	0	1.55E-25							
15	0	2.38E-17							
16	44.6385	0.0039414							
17	0	2.75E-26							
18	40.9218	2.14E-05							
19	0	4.76E-23							
20	25.3211	8.17E-05							
21	37.9406	3.13218							
22	0	1.04E-15							
23	0	2.19E-29							
24	15.3682	6.57E-10							
