10	124.828	0	100.507	149.149			9	57.609	47.4863	90.6191	24.599	9.3809	8	97.5552	6.33795	129.235	65.8756		1	83.8703	66.0872	93.3999	74.3408			2	80.8279	23.0829	78.0024	83.6535	A	83.8703	66.0872	93.3999	74.3408		Params		trans A:		denom	trans B:		weights
10	109.608	0	146.511	72.7055			9	62.1752	56.9785	89.3592	34.9913	10.6408	8	91.0684	10.1214	80.1927	101.944		1	81.9588	63.3043	85.4958	78.4219			2	110.027	5.97136	114.694	105.36	B	83.5871	22.5587	75.1942	91.98	r	0.03		0.015502176	0.023494258		0.038298472	0.029289291	
10	112.83	0	129.668	95.9928			9	62.2129	52.7615	54.8498	69.576	45.1502	8	61.5755	89.0495	90.0689	33.0821		1	80.5909	62.9457	81.2913	79.8905			2	102.598	8.63686	134.089	71.1075						delta	0		0.006896741	0.000599905		9.17381E-05	0.016109228	
10	212.437	0	208.486	216.387			9	64.5756	53.9399	35.9412	93.21	75.401	8	104.466	3.7077	116.192	92.7392		1	89.0903	36.0441	100.355	77.8253			2	111.847	6.7255	93.8032	129.892						sigma	0.4		0.000352652	0.042246882		5.64655E-07	0.006060206	
10	68.6263	30.4465	78.4112	58.8414			9	65.5595	33.523	83.5958	47.5232	65.0087	8	72.2986	27.0445	85.9158	58.6813		1	88.4397	30.3796	94.9386	81.9409			2	105.979	7.32687	112.107	99.8508						delta t	0.1		0.033531765	1.21003E-06		0.006802647	0.000526597	
10	111.785	0	173.039	50.5315			9	67.1481	31.9767	79.6418	54.6545	30.424	8	71.8092	27.9998	82.4526	61.1657		1	89.1554	29.9192	97.3825	80.9283			2	87.39	14.598	83.0648	91.7152							3.141592654		0.009370526	0.001896294		0.000169798	0.024918624	
10	104.481	0	86.9511	122.011			9	67.3312	31.7986	76.2075	58.4548		8	59.7503	39.2952	43.1367	76.3639		1	89.4209	29.5633	98.1048	80.737			2	77.1971	49.5582	89.5312	64.863									0.025607672	0.008107599		0.026983205	0.03438333	
10	130.614	0	120.981	140.247			9	68.2888	30.8664	71.1708	65.4069		8	54.5538	44.3685	59.3166	49.791		1	97.7338	28.6395	118.043	77.4246			2	77.185	33.5525	80.7177	73.6524									0.033727981	0.028352197		0.012868513	0.001196982	
10	139.223	0	81.4463	197			9	69.7957	29.3997	59.5655	80.0258		8	201.133	4.40E-08	84.5714	317.695		1	88.4046	27.687	92.3404	84.4688			2	119.352	3.49991	118.689	120.016									0.021004917	0.042796855		0.032638539	0.009802156	
10	88.8188	10.8507	91.9315	85.7062			9	69.9952	29.2056	45.1708	94.8195		8	152.686	0.00146908	157.189	148.182		1	89.0208	27.5987	95.0072	83.0343			2	102.87	8.42481	108.883	96.8563									0.004095882	1.74107E-05		3.42573E-05	0.002645422	
